CLE;COMMUNE;DOMANIALITE;NATURE;NOMBRE;OBSERVATIONS;PROPRIETAIRE;QUARTIER;REALISATION;X_LONG;Y_LAT;GEOMETRIE
19823;BORDEAUX;Voirie;Arceau vélo;10;;CUB;7;Réalisé;-0,542358806982554;44,8437579193318;POINT (-0.542358806982554 44.8437579193318)
19824;BORDEAUX;Voirie;Arceau vélo;66;;CUB;7;Réalisé;-0,557997937922268;44,8446912266623;POINT (-0.557997937922268 44.8446912266623)
19825;BORDEAUX;Voirie;Arceau vélo;8;public;CUB;1;Réalisé;-0,546140718635348;44,8740352611863;POINT (-0.546140718635348 44.8740352611863)
19826;BORDEAUX;Espace ville;Arceau vélo;10;DVT STADIUM;CUB;1;Réalisé;-0,564937611609436;44,8986990056115;POINT (-0.564937611609436 44.8986990056115)
19827;BORDEAUX;Espace ville;Arceau vélo;14;BASE SOUS MARINE;VILLE;1;Réalisé;-0,562176785343876;44,871824815621;POINT (-0.562176785343876 44.871824815621)
19829;BORDEAUX;Voirie;Arceau vélo;14;SALLE TACHOU;CUB;1;Réalisé;-0,545129837964562;44,8758793010676;POINT (-0.545129837964562 44.8758793010676)
19830;BORDEAUX;Espace ville;Arceau vélo;;PISCINE TISSOT;CUB;1;Réalisé;-0,546396266588477;44,8789632518012;POINT (-0.546396266588477 44.8789632518012)
19836;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,608798574763961;44,8320177577833;POINT (-0.608798574763961 44.8320177577833)
19837;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,608890761698507;44,8319333097576;POINT (-0.608890761698507 44.8319333097576)
19838;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,60775762129426;44,8317634031825;POINT (-0.60775762129426 44.8317634031825)
19839;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,607881786659507;44,8316538901965;POINT (-0.607881786659507 44.8316538901965)
19840;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,606825503560649;44,8315366680204;POINT (-0.606825503560649 44.8315366680204)
19841;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,606312831939573;44,831405632471;POINT (-0.606312831939573 44.831405632471)
19842;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,606907738839893;44,8314084869267;POINT (-0.606907738839893 44.8314084869267)
19843;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,606408017971805;44,8312861396223;POINT (-0.606408017971805 44.8312861396223)
19844;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,605403302270817;44,8311856469531;POINT (-0.605403302270817 44.8311856469531)
19845;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,605549484799618;44,8310739076087;POINT (-0.605549484799618 44.8310739076087)
19846;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,60495998920754;44,8309268335347;POINT (-0.60495998920754 44.8309268335347)
19847;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,604301016956029;44,8309075315011;POINT (-0.604301016956029 44.8309075315011)
19848;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,604768224952573;44,830886696441;POINT (-0.604768224952573 44.830886696441)
19849;BORDEAUX;Voirie;Arceau vélo;4;;CUB;4;Réalisé;-0,603660537428704;44,8307527872856;POINT (-0.603660537428704 44.8307527872856)
19850;BORDEAUX;Voirie;Arceau vélo;20;;CUB;5;Réalisé;-0,573523931586443;44,8232219520762;POINT (-0.573523931586443 44.8232219520762)
19851;BORDEAUX;Voirie;Arceau vélo;8;;CUB;5;Réalisé;-0,57318321424445;44,8222220403832;POINT (-0.57318321424445 44.8222220403832)
19852;BORDEAUX;Voirie;Arceau vélo;4;;CUB;5;Réalisé;-0,575215381841796;44,8231434039247;POINT (-0.575215381841796 44.8231434039247)
19853;BORDEAUX;Voirie;Arceau vélo;22;;CUB;3;Réalisé;-0,580054067869483;44,8321429981622;POINT (-0.580054067869483 44.8321429981622)
19854;BORDEAUX;Voirie;Arceau vélo;10;;CUB;4;Réalisé;-0,576933892239145;44,8327619782875;POINT (-0.576933892239145 44.8327619782875)
19855;BORDEAUX;Voirie;Arceau vélo;16;;CUB;3;Réalisé;-0,573925509583106;44,8402123943764;POINT (-0.573925509583106 44.8402123943764)
19856;BORDEAUX;Voirie;Arceau vélo;4;sur platine;CUB;3;Réalisé;-0,572350186137834;44,8390724382797;POINT (-0.572350186137834 44.8390724382797)
19858;BORDEAUX;Voirie;Arceau vélo;10;en face;CUB;3;Réalisé;-0,580932260795949;44,8382555414376;POINT (-0.580932260795949 44.8382555414376)
19859;BORDEAUX;Voirie;Arceau vélo;10;cote fleuve;CUB;6;Réalisé;-0,560073703481028;44,8325874210496;POINT (-0.560073703481028 44.8325874210496)
19863;BORDEAUX;Voirie;Arceau vélo;8;;VILLE;2;Réalisé;-0,572086592974199;44,8505778392945;POINT (-0.572086592974199 44.8505778392945)
19864;BORDEAUX;Voirie;Arceau vélo;14;;VILLE;2;Réalisé;-0,574323041597626;44,8522774345515;POINT (-0.574323041597626 44.8522774345515)
19865;BORDEAUX;Voirie;Arceau vélo;8;;VILLE;2;Réalisé;-0,571222250909044;44,8518407730354;POINT (-0.571222250909044 44.8518407730354)
19866;BORDEAUX;Voirie;Arceau vélo;4;;VILLE;2;Réalisé;-0,570067867816228;44,853228279206;POINT (-0.570067867816228 44.853228279206)
19867;BORDEAUX;Voirie;Arceau vélo;4;;VILLE;2;Réalisé;-0,570425556059938;44,8528166534533;POINT (-0.570425556059938 44.8528166534533)
19868;BORDEAUX;Voirie;Arceau vélo;;COTE FLEUVE;CUB;1;Réalisé;-0,559396074709185;44,8578565963602;POINT (-0.559396074709185 44.8578565963602)
19869;BORDEAUX;Voirie;Arceau vélo;;COTE FLEUVE;CUB;1;Réalisé;-0,557947023284108;44,8585051598026;POINT (-0.557947023284108 44.8585051598026)
20390;;;Arceau moto;4;;;;Réalisé;-0,572746164236664;44,8370322969133;POINT (-0.572746164236664 44.8370322969133)
20677;;;Arceau vélo;;;;;Réalisé;-0,558988750105699;44,8236495029406;POINT (-0.558988750105699 44.8236495029406)
19137;;;Arceau moto;2;;;3;Réalisé;-0,584789221208966;44,8424044771674;POINT (-0.584789221208966 44.8424044771674)
19009;;;Arceau moto;4;;;4;Réalisé;-0,598071699279046;44,8331649424144;POINT (-0.598071699279046 44.8331649424144)
20433;;;Arceau vélo;;;;;Réalisé;-0,586619802046696;44,8394107857004;POINT (-0.586619802046696 44.8394107857004)
20432;;;Arceau vélo;;;;;Réalisé;-0,583535954420549;44,8400594184806;POINT (-0.583535954420549 44.8400594184806)
20431;;;Arceau vélo;;;;;Réalisé;-0,571033636081832;44,8479042422325;POINT (-0.571033636081832 44.8479042422325)
20410;;;Arceau vélo;;;;;Réalisé;-0,579872831848159;44,8423405264996;POINT (-0.579872831848159 44.8423405264996)
20434;;;Arceau vélo;;;;;Réalisé;-0,571738492674439;44,843984531456;POINT (-0.571738492674439 44.843984531456)
20435;;;Arceau vélo;;;;;Réalisé;-0,572072844923911;44,8439490849335;POINT (-0.572072844923911 44.8439490849335)
20590;;Voirie;Arceau vélo;;;;;Réalisé;-0,58257321067382;44,8415658872764;POINT (-0.58257321067382 44.8415658872764)
20591;;Voirie;Arceau vélo;;;;;Réalisé;-0,583603099346688;44,841494904936;POINT (-0.583603099346688 44.841494904936)
20678;;;Arceau vélo;;;;;Réalisé;-0,607858541846745;44,8509641700626;POINT (-0.607858541846745 44.8509641700626)
20679;;;Arceau vélo;;;;;Réalisé;-0,580728598992721;44,8427006795338;POINT (-0.580728598992721 44.8427006795338)
20680;;;Arceau vélo;;;;;Réalisé;-0,559998792925311;44,823274515195;POINT (-0.559998792925311 44.823274515195)
20681;;;Arceau vélo;;;;;Réalisé;-0,570544365223955;44,8199221778813;POINT (-0.570544365223955 44.8199221778813)
20682;;;Arceau vélo;;;;;Réalisé;-0,608385021937342;44,8511975495824;POINT (-0.608385021937342 44.8511975495824)
20683;;;Arceau vélo;;;;;Réalisé;-0,609286146356139;44,851427696268;POINT (-0.609286146356139 44.851427696268)
20684;;;Arceau vélo;;;;;Réalisé;-0,611079898646403;44,8516854635998;POINT (-0.611079898646403 44.8516854635998)
20685;;;Arceau vélo;;;;;Réalisé;-0,56963085047744;44,8514938017266;POINT (-0.56963085047744 44.8514938017266)
20686;;;Arceau vélo;;;;;Réalisé;-0,577375863591592;44,8360530522232;POINT (-0.577375863591592 44.8360530522232)
20687;;;Arceau vélo;;;;;Réalisé;-0,566373011939915;44,8341347285394;POINT (-0.566373011939915 44.8341347285394)
20688;;;Arceau vélo;;;;;Réalisé;-0,608974452850088;44,8513441637979;POINT (-0.608974452850088 44.8513441637979)
20689;;;Arceau vélo;;;;;Réalisé;-0,57503781068074;44,8515965887403;POINT (-0.57503781068074 44.8515965887403)
20690;;;Arceau vélo;;;;;Réalisé;-0,576552979605458;44,8190361040771;POINT (-0.576552979605458 44.8190361040771)
20691;;;Arceau vélo;;;;;Réalisé;-0,566556704917178;44,833603082987;POINT (-0.566556704917178 44.833603082987)
20692;;;Arceau vélo;;;;;Réalisé;-0,565942523391278;44,8346470843583;POINT (-0.565942523391278 44.8346470843583)
20693;;;Arceau moto;10;;;;Réalisé;-0,557432806762682;44,826042225064;POINT (-0.557432806762682 44.826042225064)
20694;;;Arceau moto;8;;;;Réalisé;-0,55702686974052;44,8272888300336;POINT (-0.55702686974052 44.8272888300336)
20695;;;Arceau moto;4;;;;Réalisé;-0,557112628507604;44,8260186366469;POINT (-0.557112628507604 44.8260186366469)
20696;;;Arceau vélo;;;;;Réalisé;-0,564996808044724;44,8267782264133;POINT (-0.564996808044724 44.8267782264133)
20697;;;Arceau vélo;;;;;Réalisé;-0,564895579927974;44,826801306116;POINT (-0.564895579927974 44.826801306116)
20698;;;Arceau moto;8;;;;Réalisé;-0,557093918740099;44,8261461440044;POINT (-0.557093918740099 44.8261461440044)
20699;;;Arceau moto;11;;;;Réalisé;-0,55763522496877;44,8255505455326;POINT (-0.55763522496877 44.8255505455326)
20700;;;Arceau moto;8;;;;Réalisé;-0,573012929202333;44,8299943125214;POINT (-0.573012929202333 44.8299943125214)
20701;;;Arceau moto;3;;;;Réalisé;-0,573412722954762;44,8306683501715;POINT (-0.573412722954762 44.8306683501715)
20702;;;Arceau moto;10;;;;Réalisé;-0,571372184406497;44,8309635663102;POINT (-0.571372184406497 44.8309635663102)
20703;;;Arceau moto;8;;;;Réalisé;-0,572003945970887;44,8315753779016;POINT (-0.572003945970887 44.8315753779016)
20704;;;Arceau moto;4;;;;Réalisé;-0,583507926636347;44,8381394158619;POINT (-0.583507926636347 44.8381394158619)
19011;;;Arceau moto;12;;;;Réalisé;-0,573268444718241;44,8434114245694;POINT (-0.573268444718241 44.8434114245694)
19004;;;Arceau moto;18;;;;Réalisé;-0,573392828896194;44,8429570270449;POINT (-0.573392828896194 44.8429570270449)
19010;;;Arceau moto;12;;;;Réalisé;-0,570282418017905;44,8428083737213;POINT (-0.570282418017905 44.8428083737213)
19014;;Voirie;Arceau moto;6;;;3;Réalisé;-0,576497669665437;44,8382845702338;POINT (-0.576497669665437 44.8382845702338)
19874;BORDEAUX;Voirie;Arceau moto;10;;CUB;4;Réalisé;-0,579185475999824;44,8370634210555;POINT (-0.579185475999824 44.8370634210555)
19013;;;Arceau moto;20;;;;Réalisé;-0,580321232282787;44,8405997525803;POINT (-0.580321232282787 44.8405997525803)
19873;BORDEAUX;Voirie;Arceau moto;4;;CUB;3;Réalisé;-0,579471526783301;44,8422682039324;POINT (-0.579471526783301 44.8422682039324)
19109;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,579236188550287;44,8426539448782;POINT (-0.579236188550287 44.8426539448782)
19069;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,579154865957579;44,8428000911757;POINT (-0.579154865957579 44.8428000911757)
19311;BORDEAUX;Voirie;Arceau moto;4;;CUB;3;Réalisé;-0,579107448214957;44,8428642786477;POINT (-0.579107448214957 44.8428642786477)
19177;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578927559868958;44,8431460333038;POINT (-0.578927559868958 44.8431460333038)
19176;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578872962407965;44,8432393623368;POINT (-0.578872962407965 44.8432393623368)
19111;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578627253817711;44,843641732448;POINT (-0.578627253817711 44.843641732448)
19318;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578581136914286;44,8437329930115;POINT (-0.578581136914286 44.8437329930115)
19197;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578498946801071;44,8438611498791;POINT (-0.578498946801071 44.8438611498791)
19181;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578428402788654;44,8439709243508;POINT (-0.578428402788654 44.8439709243508)
19072;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578357990464138;44,8440807847087;POINT (-0.578357990464138 44.8440807847087)
19163;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,578181829312415;44,8443553944272;POINT (-0.578181829312415 44.8443553944272)
19184;BORDEAUX;Voirie;Arceau moto;2;;CUB;3;Réalisé;-0,57808884106552;44,8445115451832;POINT (-0.57808884106552 44.8445115451832)
19012;;;Arceau moto;6;;;4;Réalisé;-0,598397392162442;44,8331420310876;POINT (-0.598397392162442 44.8331420310876)
20705;;;Arceau moto;6;;;;Réalisé;-0,590233474993789;44,8340640084914;POINT (-0.590233474993789 44.8340640084914)
19875;;Voirie;Arceau moto;4;;;1;Réalisé;-0,573689529207945;44,8552313313837;POINT (-0.573689529207945 44.8552313313837)
20706;;;Arceau moto;7;;;;Réalisé;-0,570590427971117;44,8525121452352;POINT (-0.570590427971117 44.8525121452352)
20708;;;Arceau moto;4;;;;Réalisé;-0,594873851379587;44,8521398839096;POINT (-0.594873851379587 44.8521398839096)
20709;;;Arceau moto;6;;;;Réalisé;-0,606095606389158;44,8396575468036;POINT (-0.606095606389158 44.8396575468036)
20710;;;Arceau moto;3;;;;Réalisé;-0,594834127978277;44,8516110099663;POINT (-0.594834127978277 44.8516110099663)
19063;;;Arceau moto;4;;;;Réalisé;-0,571961034476024;44,8523817623685;POINT (-0.571961034476024 44.8523817623685)
19150;;Voirie;Rack;;;;2;Réalisé;-0,585050328600127;44,8503796715077;POINT (-0.585050328600127 44.8503796715077)
19047;;;Arceau vélo;8;;;4;Réalisé;-0,569752210633998;44,8361406037561;POINT (-0.569752210633998 44.8361406037561)
20750;;Privé;Arceau vélo;7;;;;Réalisé;-0,559745267921835;44,8715146018217;POINT (-0.559745267921835 44.8715146018217)
20751;;Espace ville;Arceau vélo;7;;;;Réalisé;-0,544316877568246;44,8764778687003;POINT (-0.544316877568246 44.8764778687003)
20752;;Espace ville;Arceau vélo;8;;;;Réalisé;-0,543783399481521;44,8750228597754;POINT (-0.543783399481521 44.8750228597754)
20753;;Espace ville;Arceau vélo;25;;;;Réalisé;-0,566434536160793;44,8881922164455;POINT (-0.566434536160793 44.8881922164455)
20754;;;Arceau vélo;6;;;;Réalisé;-0,565885598359107;44,8922110935964;POINT (-0.565885598359107 44.8922110935964)
20755;;;Arceau vélo;20;;;;Réalisé;-0,566015066595153;44,8932718688912;POINT (-0.566015066595153 44.8932718688912)
20756;;;Arceau vélo;;;;;Réalisé;-0,566112017204597;44,8944929224718;POINT (-0.566112017204597 44.8944929224718)
20757;;;Arceau vélo;;;;;Réalisé;-0,566791560797444;44,8557670263631;POINT (-0.566791560797444 44.8557670263631)
19090;BORDEAUX;Voirie;Arceau vélo;8;;CUB;4;Réalisé;-0,573010805600949;44,8350488840047;POINT (-0.573010805600949 44.8350488840047)
19092;BORDEAUX;Voirie;Arceau vélo;8;;CUB;4;Réalisé;-0,574178188023394;44,8348573720226;POINT (-0.574178188023394 44.8348573720226)
19094;BORDEAUX;Voirie;Arceau vélo;20;;CUB;4;Réalisé;-0,598575059174256;44,8310350755608;POINT (-0.598575059174256 44.8310350755608)
19096;BORDEAUX;Voirie;Arceau vélo;8;;CUB;3;Réalisé;-0,571987949705112;44,8376409025775;POINT (-0.571987949705112 44.8376409025775)
19098;BORDEAUX;Voirie;Arceau vélo;14;;CUB;3;Réalisé;-0,57708851027629;44,8343428971911;POINT (-0.57708851027629 44.8343428971911)
19100;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,573344010996926;44,8358958961162;POINT (-0.573344010996926 44.8358958961162)
19101;BORDEAUX;Voirie;Arceau vélo;36;;CUB;4;Réalisé;-0,598408571676001;44,830994219377;POINT (-0.598408571676001 44.830994219377)
19103;BORDEAUX;Voirie;Arceau vélo;10;;CUB;3;Réalisé;-0,577458652549948;44,8420324323449;POINT (-0.577458652549948 44.8420324323449)
19104;BORDEAUX;Voirie;Arceau vélo;;;VILLE;6;Réalisé;-0,571965458446359;44,8145177692655;POINT (-0.571965458446359 44.8145177692655)
19108;BORDEAUX;Voirie;Arceau vélo;10;;CUB;5;Réalisé;-0,581974953883516;44,8219374427332;POINT (-0.581974953883516 44.8219374427332)
20670;;;Arceau moto;2;;;;Réalisé;-0,578362845957062;44,8446134587472;POINT (-0.578362845957062 44.8446134587472)
20671;;;Arceau moto;3;;;;Réalisé;-0,582064655774912;44,8468686472728;POINT (-0.582064655774912 44.8468686472728)
19112;BORDEAUX;Voirie;Arceau vélo;8;;CUB;5;Réalisé;-0,572124060017679;44,8205108038816;POINT (-0.572124060017679 44.8205108038816)
19116;BORDEAUX;Voirie;Arceau vélo;6;;CUB;8;Réalisé;-0,6014469293964;44,8466571763507;POINT (-0.6014469293964 44.8466571763507)
19117;BORDEAUX;Voirie;Arceau vélo;4;;CUB;8;Réalisé;-0,6015065267355;44,8465835855716;POINT (-0.6015065267355 44.8465835855716)
19118;BORDEAUX;Voirie;Arceau vélo;4;;CUB;3;Réalisé;-0,579060900447712;44,8429465449446;POINT (-0.579060900447712 44.8429465449446)
19119;BORDEAUX;Voirie;Arceau vélo;10;;CUB;4;Réalisé;-0,610094956760666;44,8326329770223;POINT (-0.610094956760666 44.8326329770223)
19120;BORDEAUX;Voirie;Arceau vélo;12;;CUB;5;Réalisé;-0,586013333140561;44,824266636147;POINT (-0.586013333140561 44.824266636147)
19122;BORDEAUX;Voirie;Arceau vélo;2;;CUB;3;Réalisé;-0,578577191737601;44,8444174594459;POINT (-0.578577191737601 44.8444174594459)
19123;BORDEAUX;Voirie;Arceau vélo;6;;CUB;3;Réalisé;-0,578030388182427;44,8446203086285;POINT (-0.578030388182427 44.8446203086285)
19124;BORDEAUX;Voirie;Arceau vélo;6;;CUB;3;Réalisé;-0,579069165842664;44,8436216195573;POINT (-0.579069165842664 44.8436216195573)
19127;BORDEAUX;Voirie;Arceau vélo;14;;CUB;5;Réalisé;-0,56277404243913;44,8337932030827;POINT (-0.56277404243913 44.8337932030827)
19128;BORDEAUX;Voirie;Arceau vélo;8;;CUB;5;Réalisé;-0,568803453706068;44,8341641877355;POINT (-0.568803453706068 44.8341641877355)
19129;BORDEAUX;Voirie;Arceau vélo;20;;CUB;5;Réalisé;-0,565448128737769;44,8315740916505;POINT (-0.565448128737769 44.8315740916505)
19131;BORDEAUX;Voirie;Arceau vélo;2;;CUB;3;Réalisé;-0,581441421301811;44,8432786364463;POINT (-0.581441421301811 44.8432786364463)
19132;BORDEAUX;Voirie;Arceau vélo;10;;CUB;3;Réalisé;-0,58175239592717;44,8443823376391;POINT (-0.58175239592717 44.8443823376391)
19133;BORDEAUX;Voirie;Arceau vélo;4;;VILLE;5;Réalisé;-0,565549183776676;44,833867696982;POINT (-0.565549183776676 44.833867696982)
19135;BORDEAUX;Voirie;Arceau vélo;;;VILLE;5;Réalisé;-0,567273748480199;44,8326627777149;POINT (-0.567273748480199 44.8326627777149)
19139;BORDEAUX;Voirie;Arceau vélo;6;;CUB;3;Réalisé;-0,575501227722532;44,8418655966773;POINT (-0.575501227722532 44.8418655966773)
19140;BORDEAUX;Voirie;Arceau vélo;20;ECOLE;CUB;1;Réalisé;-0,551568098867175;44,8741880441934;POINT (-0.551568098867175 44.8741880441934)
19143;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,567925557037447;44,8355999431155;POINT (-0.567925557037447 44.8355999431155)
19144;BORDEAUX;Voirie;Arceau vélo;10;;CUB;3;Réalisé;-0,575071384860125;44,8428939477907;POINT (-0.575071384860125 44.8428939477907)
19149;BORDEAUX;Voirie;Arceau vélo;12;;CUB;3;Réalisé;-0,568757459048815;44,8388476392796;POINT (-0.568757459048815 44.8388476392796)
19151;BORDEAUX;Voirie;Arceau vélo;14;;CUB;4;Réalisé;-0,580670341768949;44,8366387262322;POINT (-0.580670341768949 44.8366387262322)
19152;BORDEAUX;Voirie;Arceau vélo;12;;CUB;4;Réalisé;-0,571874805587299;44,8348523232502;POINT (-0.571874805587299 44.8348523232502)
19154;BORDEAUX;Voirie;Arceau vélo;6;;CUB;2;Réalisé;-0,573624292678686;44,8517187181938;POINT (-0.573624292678686 44.8517187181938)
19155;BORDEAUX;Voirie;Arceau vélo;8;;CUB;4;Réalisé;-0,573644100555468;44,8350598933985;POINT (-0.573644100555468 44.8350598933985)
19156;BORDEAUX;Voirie;Arceau vélo;12;;CUB;3;Réalisé;-0,579781181856581;44,84162979035;POINT (-0.579781181856581 44.84162979035)
19159;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,577979042449839;44,8321503482043;POINT (-0.577979042449839 44.8321503482043)
19160;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,574631362119166;44,8340445722352;POINT (-0.574631362119166 44.8340445722352)
19161;BORDEAUX;Voirie;Arceau vélo;8;;CUB;4;Réalisé;-0,574638105588859;44,8349448953408;POINT (-0.574638105588859 44.8349448953408)
19162;BORDEAUX;Voirie;Arceau vélo;10;;CUB;3;Réalisé;-0,575639472947575;44,841592002387;POINT (-0.575639472947575 44.841592002387)
19008;;;Arceau moto;10;;;;Réalisé;-0,574971448102378;44,8437420418078;POINT (-0.574971448102378 44.8437420418078)
19164;BORDEAUX;Voirie;Arceau vélo;;;VILLE;4;Réalisé;-0,57321742112745;44,8353857824169;POINT (-0.57321742112745 44.8353857824169)
19165;BORDEAUX;Voirie;Arceau vélo;;;VILLE;4;Réalisé;-0,581792894039177;44,8342782289113;POINT (-0.581792894039177 44.8342782289113)
19168;BORDEAUX;Voirie;Arceau vélo;14;;CUB;3;Réalisé;-0,574248316128538;44,8431397781526;POINT (-0.574248316128538 44.8431397781526)
19169;BORDEAUX;Voirie;Arceau vélo;12;;CUB;5;Réalisé;-0,563654710893811;44,8344554565586;POINT (-0.563654710893811 44.8344554565586)
19171;BORDEAUX;Voirie;Arceau vélo;8;;CUB;3;Réalisé;-0,574332131103976;44,843551875855;POINT (-0.574332131103976 44.843551875855)
19172;BORDEAUX;Voirie;Arceau vélo;18;;CUB;5;Réalisé;-0,572819639077218;44,8301822549927;POINT (-0.572819639077218 44.8301822549927)
19173;BORDEAUX;Voirie;Arceau vélo;16;;CUB;5;Réalisé;-0,577846344705218;44,8251925408379;POINT (-0.577846344705218 44.8251925408379)
19175;BORDEAUX;Voirie;Arceau vélo;8;;CUB;5;Réalisé;-0,580510251154727;44,822757799008;POINT (-0.580510251154727 44.822757799008)
19130;;;Arceau moto;6;;;2;Réalisé;-0,572197557314525;44,8481732680212;POINT (-0.572197557314525 44.8481732680212)
20672;;;Arceau moto;3;;;;Réalisé;-0,558609073031145;44,8611335210813;POINT (-0.558609073031145 44.8611335210813)
19178;BORDEAUX;Voirie;Arceau vélo;12;;CUB;5;Réalisé;-0,580978289620513;44,8225028209321;POINT (-0.580978289620513 44.8225028209321)
19179;BORDEAUX;Voirie;Arceau vélo;6;;CUB;5;Réalisé;-0,577084302964526;44,8230692492086;POINT (-0.577084302964526 44.8230692492086)
19005;;;Arceau moto;8;;;;Réalisé;-0,575384608171937;44,8431403862519;POINT (-0.575384608171937 44.8431403862519)
20673;;;Arceau moto;7;;;;Réalisé;-0,57614769255129;44,8439189362416;POINT (-0.57614769255129 44.8439189362416)
19185;BORDEAUX;Voirie;Arceau vélo;6;;CUB;3;Réalisé;-0,579587197320767;44,8420778282776;POINT (-0.579587197320767 44.8420778282776)
19186;BORDEAUX;Voirie;Arceau vélo;2;;CUB;3;Réalisé;-0,57941147487125;44,8423613445312;POINT (-0.57941147487125 44.8423613445312)
19188;BORDEAUX;Voirie;Arceau vélo;4;;CUB;3;Réalisé;-0,579330153136752;44,8425074909592;POINT (-0.579330153136752 44.8425074909592)
19189;BORDEAUX;Voirie;Arceau vélo;2;;CUB;3;Réalisé;-0,579159017083925;44,8427813139224;POINT (-0.579159017083925 44.8427813139224)
19191;BORDEAUX;Voirie;Arceau vélo;6;;CUB;4;Réalisé;-0,572096752203341;44,836008293531;POINT (-0.572096752203341 44.836008293531)
19192;BORDEAUX;Voirie;Arceau vélo;18;;CUB;4;Réalisé;-0,572072960097673;44,835783839487;POINT (-0.572072960097673 44.835783839487)
19193;BORDEAUX;Voirie;Arceau vélo;6;;CUB;6;Réalisé;-0,572090238022037;44,8195752083748;POINT (-0.572090238022037 44.8195752083748)
19194;BORDEAUX;Voirie;Arceau vélo;8;;CUB;8;Réalisé;-0,617514028362817;44,8472473858857;POINT (-0.617514028362817 44.8472473858857)
19195;BORDEAUX;Voirie;Arceau vélo;6;;CUB;8;Réalisé;-0,6032033077793;44,8407441085256;POINT (-0.6032033077793 44.8407441085256)
20674;;;Arceau moto;2;;;;Réalisé;-0,578244566368279;44,8442564951233;POINT (-0.578244566368279 44.8442564951233)
19007;;;Arceau moto;8;;;;Réalisé;-0,576317461325441;44,8440347595254;POINT (-0.576317461325441 44.8440347595254)
19198;BORDEAUX;Voirie;Arceau vélo;8;;CUB;3;Réalisé;-0,579257098545757;44,8433287119504;POINT (-0.579257098545757 44.8433287119504)
19200;BORDEAUX;Voirie;Arceau vélo;6;;VILLE;4;Réalisé;-0,60997863163157;44,8333383181135;POINT (-0.60997863163157 44.8333383181135)
19202;BORDEAUX;Voirie;Arceau vélo;6;;CUB;5;Réalisé;-0,568955591169558;44,8221843196349;POINT (-0.568955591169558 44.8221843196349)
19203;BORDEAUX;Voirie;Arceau vélo;10;;CUB;5;Réalisé;-0,567184153116423;44,8321337533433;POINT (-0.567184153116423 44.8321337533433)
19204;BORDEAUX;Voirie;Arceau vélo;2;;CUB;3;Réalisé;-0,578494995053082;44,8445455263947;POINT (-0.578494995053082 44.8445455263947)
19205;BORDEAUX;Voirie;Arceau vélo;10;;CUB;3;Réalisé;-0,580076075070983;44,841984439423;POINT (-0.580076075070983 44.841984439423)
19206;BORDEAUX;Voirie;Arceau vélo;16;;CUB;5;Réalisé;-0,570848456658173;44,8327890885036;POINT (-0.570848456658173 44.8327890885036)
19207;BORDEAUX;Voirie;Arceau vélo;10;;CUB;5;Réalisé;-0,562984393675169;44,8339500213743;POINT (-0.562984393675169 44.8339500213743)
19208;BORDEAUX;Voirie;Arceau vélo;6;;CUB;3;Réalisé;-0,581232126529188;44,8422054250171;POINT (-0.581232126529188 44.8422054250171)
19210;BORDEAUX;Voirie;Arceau vélo;8;;CUB;3;Réalisé;-0,581862269412786;44,8450639436998;POINT (-0.581862269412786 44.8450639436998)
