X_LONG;Y_LAT;Geo Shape;ID;NOM;ADRESSE;NB_JEUX
43,6080053666;1,47761484262;"{""type"": ""Point"", ""coordinates"": [1,477614842620777, 43,6080053666369]}";0043;SEYVEROLLES;Rue Charles Garnier;8
43,6013571445;1,40230943923;"{""type"": ""Point"", ""coordinates"": [1,402309439227958, 43,60135714451849]}";0051;BARRY;Voie du Toec;6
43,6013339;1,41929258218;"{""type"": ""Point"", ""coordinates"": [1,419292582177661, 43,601333900045894]}";0071;FONTAINES;Rue des Fontaines;6
43,5740166805;1,39847387547;"{""type"": ""Point"", ""coordinates"": [1,398473875467414, 43,57401668048865]}";0099;REYNERIE COLLINES;Chemin de Lestang;5
43,58782409;1,41614238778;"{""type"": ""Point"", ""coordinates"": [1,416142387783796, 43,587824089984004]}";0108;VESTREPAIN;Rue Vestrepain;4
43,6006876082;1,47421806627;"{""type"": ""Point"", ""coordinates"": [1,474218066272474, 43,60068760823962]}";0191;ACHIARY;Rue Jean-Baptiste Noulet;3
43,5897030594;1,49130168283;"{""type"": ""Point"", ""coordinates"": [1,491301682834213, 43,58970305943767]}";0121;GRANDE PLAINE;Avenue Jean Gonord;6
43,5806677025;1,44085776682;"{""type"": ""Point"", ""coordinates"": [1,440857766818998, 43,580667702453454]}";0128;MENTON;Rue de Menton;3
43,5734620915;1,4873095448;"{""type"": ""Point"", ""coordinates"": [1,487309544803542, 43,57346209148546]}";0132;PELLETRIE 1;Place Robert Esnault-Pelterie;5
43,5946661054;1,46027674489;"{""type"": ""Point"", ""coordinates"": [1,4602767448869, 43,594666105382885]}";0138;RASPAIL;Place Raspail;3
43,6254990409;1,46901972682;"{""type"": ""Point"", ""coordinates"": [1,469019726823161, 43,625499040898895]}";0158;SQUARE DU TOIT ROULANT;SQUARE DU TOIT ROULANT;3
43,6424741525;1,44423559677;"{""type"": ""Point"", ""coordinates"": [1,444235596772427, 43,64247415254851]}";0169;JARDIN  BLEU;CHEMIN  DES  IZARDS;2
43,5631775077;1,40470830704;"{""type"": ""Point"", ""coordinates"": [1,404708307038006, 43,56317750773626]}";0174;LES  MURIERS;RUE RIMONT;3
43,5620314416;1,40074683722;"{""type"": ""Point"", ""coordinates"": [1,400746837220088, 43,562031441570525]}";0168;LETITIEN  GOYA;Cheminement Le Titien;1
43,5764427508;1,41169412533;"{""type"": ""Point"", ""coordinates"": [1,411694125331612, 43,576442750801796]}";0179;PAPUS;Allées de Guyenne;7
43,5553719843;1,44956711761;"{""type"": ""Point"", ""coordinates"": [1,449567117608423, 43,555371984278885]}";0182;PECH DAVID 2;Zone verte Pech David;5
43,6322271869;1,4273569988;"{""type"": ""Point"", ""coordinates"": [1,427356998800302, 43,63222718687125]}";0186;CERVANTES;Rue Cervantes;5
43,5838611682;1,40712919073;"{""type"": ""Point"", ""coordinates"": [1,407129190727218, 43,583861168157014]}";0189;RONSARD;Place Ronsard;1
43,6047161333;1,40966894846;"{""type"": ""Point"", ""coordinates"": [1,409668948460008, 43,60471613327878]}";0052;BAUDIN;Place Jean-Baptiste Baudin;7
43,5662877763;1,34428899464;"{""type"": ""Point"", ""coordinates"": [1,344288994637469, 43,566287776282756]}";0213;BASE DE LOISIRS DE LA RAMEE;ZONE VERTE DE LA RAMEE;14
43,6424929572;1,44031310324;"{""type"": ""Point"", ""coordinates"": [1,440313103241551, 43,642492957168415]}";0216;RIGAL 2;Rue Raphaël;3
43,6379399617;1,44273555265;"{""type"": ""Point"", ""coordinates"": [1,442735552653184, 43,63793996172018]}";0217;MICOULAUD PLACE;Place Micoulaud;1
43,5838015439;1,40697945472;"{""type"": ""Point"", ""coordinates"": [1,406979454719718, 43,5838015438836]}";0223;CAMPAN;PLACE  CAMPAN;3
43,5499007418;1,38333918121;"{""type"": ""Point"", ""coordinates"": [1,383339181212023, 43,549900741754286]}";0226;TIBAOUS 2;PLACE DES TIBAOUS;4
43,6220355105;1,43864852209;"{""type"": ""Point"", ""coordinates"": [1,438648522091933, 43,6220355105459]}";0002;ANGES;14 rue des Anges;8
43,6350675092;1,48892730989;"{""type"": ""Point"", ""coordinates"": [1,488927309887138, 43,63506750920446]}";0023;GRAMONT;Rue Nicéphore Niepce;2
43,621479098;1,43421916882;"{""type"": ""Point"", ""coordinates"": [1,434219168819368, 43,62147909801396]}";0031;NOUGARO;Rue du Général Bourbaki;7
43,6122368615;1,46318057644;"{""type"": ""Point"", ""coordinates"": [1,46318057644051, 43,612236861471345]}";0032;OBSERVATOIRE;Avenue Camille Flammarion;7
43,6034138055;1,45545642131;"{""type"": ""Point"", ""coordinates"": [1,455456421312843, 43,6034138054646]}";0145;SAINT AUBIN;Place Saint Aubin;2
43,6022238845;1,44779099738;"{""type"": ""Point"", ""coordinates"": [1,447790997384448, 43,602223884526246]}";0041;SAINT GEORGES;Place Saint Georges;3
43,5782721458;1,3861738283;"{""type"": ""Point"", ""coordinates"": [1,38617382830499, 43,57827214577779]}";0147;CEDRES 2;Rue Victor Schoelcher;4
43,5821930379;1,40572532341;"{""type"": ""Point"", ""coordinates"": [1,405725323408904, 43,58219303792778]}";0063;CHER;Rue du Cher;5
43,5567840589;1,3804164636;"{""type"": ""Point"", ""coordinates"": [1,380416463600827, 43,55678405885924]}";0075;GARDERIE ST SIMON;Place de l'Eglise Saint Simon;3
43,589481436;1,3773865106;"{""type"": ""Point"", ""coordinates"": [1,377386510603209, 43,58948143602671]}";0103;SAUVEGRAIN;Place Jacques Sauvegrain;4
43,5813529696;1,39943836052;"{""type"": ""Point"", ""coordinates"": [1,399438360523028, 43,58135296958442]}";0107;VERGERS;Impasse des Vergers;8
43,5801830151;1,45958842317;"{""type"": ""Point"", ""coordinates"": [1,459588423168361, 43,580183015067334]}";0113;BONNAT;Rue Bonnat;6
