X_LONG;Y_LAT;Geo Shape;nom;num_station;nb_bornettes;En_service;M_en_S_16_nov_07;street;Mot_Directeur;No;Nrivoli;commune;code_insee;
43,6099785954;1,41961292672;"{""type"": ""Point"", ""coordinates"": [1.419612926721543, 43,60997859535801]}";CHAPOU;119;24;oui;2008;ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);129;3105551424;Toulouse;31555
43,6084261174;1,42386267123;"{""type"": ""Point"", ""coordinates"": [1.423862671227865, 43,60842611740077]}";BRIENNE  -  PASSERELLE;106;15;oui;2008;ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);99;3105551424;Toulouse;31555
43,6062040223;1,45491047378;"{""type"": ""Point"", ""coordinates"": [1.454910473781723, 43,606204022340386]}";PERI -  MERCADIER;64;18;oui;2008;RUE GABRIEL PERI;PERI (RUE GABRIEL PERI);30;3105553660;Toulouse;31555
43,597515092;1,42871240967;"{""type"": ""Point"", ""coordinates"": [1.428712409665914, 43,597515091991085]}";BILLIERES  -  CHAMPETRE;105;17;oui;2008;AV ETIENNE BILLIERES;BILLIERES (AV ETIENNE BILLIERES);12;3105553116;Toulouse;31555
43,5969149996;1,42621995851;"{""type"": ""Point"", ""coordinates"": [1.426219958510634, 43,596914999643346]}";BILLIERES - POSTE;117;17;oui;2008;AV ETIENNE BILLIERES;BILLIERES (AV ETIENNE BILLIERES);39;3105553116;Toulouse;31555
43,6169597593;1,45426742664;"{""type"": ""Point"", ""coordinates"": [1.454267426640269, 43,616959759332886]}";ECOLE BONNEFOY;126;20;oui;2008;RUE DU FAUBOURG BONNEFOY;BONNEFOY (RUE DU FAUBOURG BONNEFOY);18;3105553204;Toulouse;31555
43,6190127405;1,45680421491;"{""type"": ""Point"", ""coordinates"": [1.456804214914943, 43,61901274053211]}";EGLISE BONNEFOY;134;20;oui;2008;ALL DE L EGLISE BONNEFOY;BONNEFOY (ALL DE L EGLISE BONNEFOY);8;3105552912;Toulouse;31555
43,6207081642;1,43561908258;"{""type"": ""Point"", ""coordinates"": [1.435619082583419, 43,62070816417796]}";MINIMES - MARCHE AU COCHONS;133;20;oui;2008;AV DES MINIMES;MINIMES (AV DES MINIMES);71;3105555956;Toulouse;31555
43,6009101191;1,45072441423;"{""type"": ""Point"", ""coordinates"": [1.450724414232284, 43,60091011912921]}";METZ  - REMPART ST ETIENNE;99;20;oui;2008;RUE DU REMPART ST ETIENNE;ETIENNE (RUE DU REMPART ST ETIENNE);5;3105557384;Toulouse;31555
43,6165650705;1,44410648034;"{""type"": ""Point"", ""coordinates"": [1.444106480343752, 43,616565070549214]}";COLLIGNON;148;19;oui;2008;AV FRANCOIS COLLIGNON;COLLIGNON (AV FRANCOIS COLLIGNON);0;3105552178;Toulouse;31555
43,5802832585;1,45486278446;"{""type"": ""Point"", ""coordinates"": [1.454862784457684, 43,580283258496024]}";ITALIE;162;17;oui;2008;AV D ITALIE;ITALIE (AV D ITALIE);49;3105554364;Toulouse;31555
43,576865802;1,46013616858;"{""type"": ""Point"", ""coordinates"": [1.460136168583298, 43,57686580199079]}";AVIONS LIBELLULES;165;15;oui;2008;AV DES AVIONS;AVIONS (AV DES AVIONS);35;3105550732;Toulouse;31555
43,6231013654;1,45872172854;"{""type"": ""Point"", ""coordinates"": [1.458721728535646, 43,623101365392415]}";BONNEFOY LEMAITRE;135;17;oui;2008;RUE DU FAUBOURG BONNEFOY;BONNEFOY (RUE DU FAUBOURG BONNEFOY);183;3105553204;Toulouse;31555
43,636920634;1,45267805541;"{""type"": ""Point"", ""coordinates"": [1.452678055411561, 43,636920634030105]}";BOURGES MAUNOURY MELAT;174;20;oui;2008;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);41;3105555789;Toulouse;31555
43,62857411;1,44819976768;"{""type"": ""Point"", ""coordinates"": [1.448199767678763, 43,62857410996417]}";MAUNOURY PISAN;153;18;oui;2008;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);9;3105555789;Toulouse;31555
43,6174462068;1,46548404809;"{""type"": ""Point"", ""coordinates"": [1.465484048093002, 43,61744620677933]}";BAILLAUD BRUNAUD;177;20;oui;2008;RUE BENJAMIN BAILLAUD;BAILLAUD (RUE BENJAMIN BAILLAUD);64;3105551044;Toulouse;31555
43,609253387;1,47995638238;"{""type"": ""Point"", ""coordinates"": [1.479956382383851, 43,60925338704394]}";PLANA GARNIER;181;15;oui;2008;RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);27;3105555396;Toulouse;31555
43,581673904;1,47585362468;"{""type"": ""Point"", ""coordinates"": [1.475853624678265, 43,58167390403849]}";SAINT EXUPERIY ECOLE COURREGE;202;17;oui;2008;AV ANTOINE DE ST EXUPERY;EXUPERY (AV ANTOINE DE ST EXUPERY);165;3105557772;Toulouse;31555
43,5858785191;1,47500668606;"{""type"": ""Point"", ""coordinates"": [1.475006686064801, 43,58587851909801]}";COTTAGES RIEUX;205;17;oui;2008;AV DES COTTAGES;COTTAGES (AV DES COTTAGES);58;3105552340;Toulouse;31555
43,5940543473;1,46509048329;"{""type"": ""Point"", ""coordinates"": [1.465090483289044, 43,59405434727789]}";LEYGUE RIEUX;206;18;oui;2008;AV ARMAND LEYGUE;LEYGUE (AV ARMAND LEYGUE);20;3105550496;Toulouse;31555
43,6007100767;1,46731232253;"{""type"": ""Point"", ""coordinates"": [1.467312322530566, 43,60071007670387]}";PUJOL CHAUBET;213;18;oui;2008;AV CAMILLE PUJOL;PUJOL (AV CAMILLE PUJOL);129;3105551584;Toulouse;31555
43,6008400874;1,47355743948;"{""type"": ""Point"", ""coordinates"": [1.473557439477013, 43,60084008742652]}";CASTRES ACHIARY;214;17;oui;2008;AV DE CASTRES;CASTRES (AV DE CASTRES);48;3105551772;Toulouse;31555
43,5680384319;1,46444748384;"{""type"": ""Point"", ""coordinates"": [1.464447483840878, 43,568038431909564]}";METRO PHARMACIE;228;20;oui;2008;CHE DES MARAICHERS;MARAICHERS (CHE DES MARAICHERS);35;3105555576;Toulouse;31555
43,5607377874;1,46303076979;"{""type"": ""Point"", ""coordinates"": [1.463030769789831, 43,56073778742157]}";METRO UPS;227;20;oui;2008;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);118;3105556196;Toulouse;31555
43,59731315;1,40375645134;"{""type"": ""Point"", ""coordinates"": [1.40375645133848, 43,59731315001069]}";TOEC ABBE LEMIRE;236;20;oui;2008;RUE DE L ABBE JULES LEMIRE;LEMIRE (RUE DE L ABBE JULES LEMIRE);1;3105554821;Toulouse;31555
43,6363598996;1,43899830073;"{""type"": ""Point"", ""coordinates"": [1.438998300733743, 43,63635989961494]}";LAUNAGUET AUDIBERT;247;20;oui;2008;RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET);112;3105555096;Toulouse;31555
43,596403203;1,45660377248;"{""type"": ""Point"", ""coordinates"": [1.45660377248074, 43,5964032030102]}";PORT SAINT SAUVEUR;15;20;oui;2008;PORT SAINT SAUVEUR;SAUVEUR (PORT SAINT SAUVEUR);22;3105558066;Toulouse;31555
