Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;62878;Remboursements de frais à d'autres organismes;822;Voirie communale et routes;17000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6288;Autres services extérieurs;322;Musées;1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6288;Autres services extérieurs;524;Autres services;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;637;Autres impôts, taxes et versements assimilés (autres organismes);020;Administration générale de la collectivité;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6218;Autre personnel extérieur;022;Administration générale de l'Etat;620000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;022;Administration générale de l'Etat;36591;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;048;Autres actions de coopération décentralisée;6485;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;114;Autres services de protection civile;12479;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;30;Services communs;23538;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;321;Bibliothèques et médiathèques;161566;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;413;Piscines;381;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;421;Centres de loisirs;25615;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;511;Dispensaires et autrs établissements sanitaires;1706;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;524;Autres services;8042;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;70;Services communs;4846;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;01;Opérations non ventilables;6709;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;020;Administration générale de la collectivité;110389;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;114;Autres services de protection civile;3147;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;20;Services communs;8905;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;251;Hébergement et restauration scolaire;9138;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;255;Classes de découverte et autres services annexes de l'enseignement;4796;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;40;Services communs;57901;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;422;Autres activités pour les jeunes;34035;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;01;Opérations non ventilables;14071;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;20;Services communs;18038;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;322;Musées;82113;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;323;Archives;7927;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;422;Autres activités pour les jeunes;69434;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;510;Services communs;18261;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;524;Autres services;4103;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;63;Aides à la famille;2076;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;64;Crèches et garderies;244656;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;023;Information, communication, publicité;930556;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;048;Autres actions de coopération décentralisée;214802;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;311;Expression musicale, lyrique et chorégraphique;4531221;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;312;Arts plastiques et autres activités artistiques;1729274;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;421;Centres de loisirs;804675;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;510;Services communs;1564681;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;822;Voirie communale et routes;1282384;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;021;Assemblée locale;6170;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;212;Ecoles primaires;330947;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;251;Hébergement et restauration scolaire;25733;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;522;Actions en faveur de l'enfance et de l'adolescence;15780;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;021;Assemblée locale;88931;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;110;Services communs;308586;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;112;Police municipale;2525304;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;114;Autres services de protection civile;169136;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;213;Classes regroupées;1043239;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;251;Hébergement et restauration scolaire;578889;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64118;Autres indemnités;323;Archives;171672;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;021;Assemblée locale;50550;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;022;Administration générale de l'Etat;271596;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;110;Services communs;46625;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;211;Ecoles maternelles;47493;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;322;Musées;2733028;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;422;Autres activités pour les jeunes;868586;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;510;Services communs;283514;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;523;Actions en faveur des personnes en difficulté;10558;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;822;Voirie communale et routes;131863;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;022;Administration générale de l'Etat;335828;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6248;Divers;022;Administration générale de l'Etat;4650;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;311;Expression musicale, lyrique et chorégraphique;78320;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6255;Frais de déménagement;213;Classes regroupées;16656;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;01;Opérations non ventilables;62;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;022;Administration générale de l'Etat;1555;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;112;Police municipale;11543;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;33;Action culturelle;72541;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;70;Services communs;327;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;823;Espaces verts urbains;265;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6257;Réceptions;020;Administration générale de la collectivité;67020;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6257;Réceptions;024;Fêtes et cérémonies;48000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6257;Réceptions;322;Musées;90020;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6261;Frais d'affranchissement;023;Information, communication, publicité;120000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6261;Frais d'affranchissement;255;Classes de découverte et autres services annexes de l'enseignement;100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6261;Frais d'affranchissement;323;Archives;200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6261;Frais d'affranchissement;423;Colonies de vacances;680;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6262;Frais de télécommunications;415;Manifestations sportives;200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;01;Opérations non ventilables;14300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;30;Services communs;200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;33;Action culturelle;1100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;520;Services communs;6500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;814;Eclairage public;7300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);213;Classes regroupées;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);311;Expression musicale, lyrique et chorégraphique;950;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);323;Archives;40;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);324;Entretien du partrimoine culturel;150;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);510;Services communs;1600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);524;Autres services;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6281;Concours divers (cotisations..);833;Préservation du millieu naturel;7000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6282;Frais de gardiennage (églises, forêts et bois communaux...);33;Action culturelle;95000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6283;Frais de nettoyage des locaux;321;Bibliothèques et médiathèques;140000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6283;Frais de nettoyage des locaux;411;Salles de sports, gymnases;34500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;62876;Divers - Au GFP de rattachement;01;Opérations non ventilables;1500000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;63513;Autres impôts locaux;01;Opérations non ventilables;30000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6355;Taxes et impôts sur les véhicules;020;Administration générale de la collectivité;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6218;Autre personnel extérieur;020;Administration générale de la collectivité;116011;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6218;Autre personnel extérieur;64;Crèches et garderies;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;020;Administration générale de la collectivité;439689;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;112;Police municipale;89311;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;255;Classes de découverte et autres services annexes de l'enseignement;19139;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;40;Services communs;230549;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;422;Autres activités pour les jeunes;135154;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;522;Actions en faveur de l'enfance et de l'adolescence;8781;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;64;Crèches et garderies;481993;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;824;Autres opérations d'aménagement urbain;78201;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;022;Administration générale de l'Etat;9272;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;112;Police municipale;22523;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;311;Expression musicale, lyrique et chorégraphique;24699;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;323;Archives;3911;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;421;Centres de loisirs;6466;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;511;Dispensaires et autrs établissements sanitaires;427;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;522;Actions en faveur de l'enfance et de l'adolescence;2327;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;820;Services communs;16459;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;831;Aménagement des eaux;44;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;021;Assemblée locale;3596;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;023;Information, communication, publicité;21745;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;048;Autres actions de coopération décentralisée;3327;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;251;Hébergement et restauration scolaire;18273;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;255;Classes de découverte et autres services annexes de l'enseignement;9720;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;520;Services communs;31309;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;814;Eclairage public;11551;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;823;Espaces verts urbains;84769;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;01;Opérations non ventilables;1147137;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;026;Cimetières et pompes funèbres;1481166;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;211;Ecoles maternelles;16273981;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;30;Services communs;697504;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;520;Services communs;2530587;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;524;Autres services;353427;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;814;Eclairage public;1119712;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;823;Espaces verts urbains;8452263;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;824;Autres opérations d'aménagement urbain;2571809;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;026;Cimetières et pompes funèbres;29295;0
