Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;321;Bibliothèques et médiathèques;95600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;322;Musées;291500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;510;Services communs;6700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;520;Services communs;4000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;522;Actions en faveur de l'enfance et de l'adolescence;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;823;Espaces verts urbains;81500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2313 ;Constructions en cours;33;Action culturelle;8000000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;213;Classes regroupées;3827467;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;421;Centres de loisirs;1001000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;814;Eclairage public;4204000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;822;Voirie communale et routes;3581000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;27;Autres immobilisations financières;27;Autres immobilisations financières;2764 ;Créances sur des particuliers et autres personnes de droit privé;01;Opérations non ventilables;0;1715051
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;40004136;CENTRE D'ACCUEIL SAINT LAURENT;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;421;Centres de loisirs;115000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Fonctionnement;023;Virement à la section d'investissement;023;Virement à la section d'investissement;023;Virement à la section d'investissement;01;Opération non ventilable;9787200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;21;Immobilisations corporelles;21318;Autres bâtiments publics;01;Opération non ventilable;700000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;2802;Amortissement des frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme;01;Opération non ventilable;0;95645
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;2805;Amortissement des concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires;01;Opération non ventilable;0;1345496
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;041;Opérations patrimoniales;23;Immobilisations en cours;238;Avances versées à des mandataires sur commandes d'immobilisations corporelles;01;Opération non ventilable;0;3382608
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60613;Chauffage urbain;313;Théâtres;126000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;313;Théâtres;25000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6156;Maintenance;313;Théâtres;128000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;313;Théâtres;6000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6241;Transports de biens;313;Théâtres;54000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;627;Services bancaires et assimilés;313;Théâtres;7500;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6282;Frais de gardiennage (églises, forêts et bois communaux...);313;Théâtres;150000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6338;Autres impôt, taxes et versements assimilés sur rémunérations;313;Théâtres;20000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;013;Atténuations de charges;013;Atténuations de charges;6419;Remboursements sur rémunérations du personnel;313;Théâtres;0;56378
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7062;Redevances et droits des services à caractère culturel;313;Théâtres;0;3800000
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7083;Locations diverses (autres qu'immeubles);313;Théâtres;0;150000
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;21533 ;Réseaux cablés;313;Théâtres;5000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2183 ;Matériel de bureau et matériel informatique;313;Théâtres;55500;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6066;Achats non stockés de matière et fournitures - Carburants;026;Cimetières et Pompes Funèbres;25000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Achats non stockés de matière et fournitures - Autres matières et fournitures;026;Cimetières et Pompes Funèbres;20000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;607;Achats de marchandises;026;Cimetières et Pompes Funèbres;250000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6152;Entretien et réparations - sur biens immobiliers;026;Cimetières et Pompes Funèbres;5000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Publicité, publications, relations publiques - Annonces et insertions;026;Cimetières et Pompes Funèbres;88000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;65;autres charges de gestion courante;65;autres charges de gestion courante;658;Charges diverses de gestion courante;026;Cimetières et Pompes Funèbres;150000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;6718;Charges exceptionnelles sur opérations de gestion - Autres charges exceptionnelles sur opérations de gestion;026;Cimetières et Pompes Funèbres;500;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;70;Ventes de produits fabriqués, prestations de services, marchandises;70;Ventes de produits fabriqués, prestations de services, marchandises;707;Ventes de marchandises;026;Cimetières et Pompes Funèbres;0;1450000
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28154;Amortissements des immobilisations corporelles - Matériel industriel;01;ss fonct 926;0;5434
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28182;Amortissements des immobilisations corporelles - Matériel de transport;01;ss fonct 926;0;25398
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6063;Achats non stockés de matière et fournitures - Fournitures d'entretien et de petit équipement;026;Cimetières et Pompes Funèbres;4000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Déplacements, missions et réceptions - Missions;026;Cimetières et Pompes Funèbres;500;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6411;Rémunérations du personnel - Salaires, appointements, commissions de base;026;Cimetières et Pompes Funèbres;246000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6451;Charges de sécurité sociale et de prévoyance - Cotisations à l'URSSAF;026;Cimetières et Pompes Funèbres;41000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;65;autres charges de gestion courante;65;autres charges de gestion courante;6541;Créances admises et non valeur;026;Cimetières et Pompes Funèbres;1000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2183;Autres immobilisations corporelles - Matériel de bureau et matériel informatique;026;Cimetières et Pompes Funèbres;5000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184;Autres immobilisations corporelles - Mobilier;026;Cimetières et Pompes Funèbres;5000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Ordre;Investissement;021;Virement à la section d'exploitation;021;Virement à la section d'exploitation;021;Virement de la section de fonctionnement;026;Cimetières et Pompes Funèbres;0;15400
Ville de Toulouse;BP;2012;Crématorium;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28155;Amortissements des immobilisations corporelles - Outillage industriel;01;ss fonct 926;0;340
Ville de Toulouse;BP;2012;Crématorium;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28184;Amortissements des immobilisations corporelles - Mobilier;01;ss fonct 926;0;3440
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60612;Energie - Electricité;020;Administration générale de la collectivité;5980000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;251;Hébergement et restauration scolaire;10182500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;33;Action culturelle;10700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;421;Centres de loisirs;22200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;422;Autres activités pour les jeunes;245000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60624;Produits de traitement;510;Services communs;72000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;510;Services communs;41000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;523;Actions en faveur des personnes en difficulté;6000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;752;Revenus des immeubles;414;Autres équipements sportifs ou de loisir;0;21000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;758;Produits divers de gestion courante;510;Services communs;0;195000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;758;Produits divers de gestion courante;90;Interventions économiques;0;50000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;77;Produits exceptionnels;77;Produits exceptionnels;7788;Produits exceptionnels divers;831;Aménagement des eaux;0;30000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;024;Produits des cessions d'immobilisations (recettes);024;Produits des cessions d'immobilisations (recettes);024;Produits des cessions d'immobilisations;020;Administration générale de la collectivité;0;30000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;024;Produits des cessions d'immobilisations (recettes);024;Produits des cessions d'immobilisations (recettes);024;Produits des cessions d'immobilisations;72;Aide au secteur locatif;0;4200000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;10;Dotations, fonds divers et réserves;10;Dotations, fonds divers et réserves;10222;F.C.T.V.A.;01;Opération non ventilable;0;13000000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;16;Emprunts et dettes assimilées;16;Emprunts et dettes assimilées;1641 ;Emprunts en euros;01;Opération non ventilable;0;92019314
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;20;Immobilisations incorporelles;20;Immobilisations incorporelles;202 ;Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme;820;Services communs;138500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;20;Immobilisations incorporelles;20;Immobilisations incorporelles;2031 ;Frais d'études;822;Voirie communale et routes;280000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;204;Subventions d'équipement versées;204;Subventions d'équipement versées;2041481;Subventions d'equipement versées - Autres communes - Biens mobiliers, matériel et études;048;Autres actions de coopération décentralisée;80000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;204;Subventions d'équipement versées;204;Subventions d'équipement versées;204182;Subventions d'équipement versées aux autres organismes publics - Bâtiments et installations;72;Aide au secteur locatif;3583360;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;204;Subventions d'équipement versées;204;Subventions d'équipement versées;20421;Subventions d'équipement versées aux personnes de droit privé - Biens mobiliers, matériel et études;524;Autres services;160000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;204;Subventions d'équipement versées;204;Subventions d'équipement versées;20422;Subventions d'équipement versées aux personnes de droit privé - Bâtiments et installations;212;Ecoles primaires;3110;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;204;Subventions d'équipement versées;204;Subventions d'équipement versées;20422;Subventions d'équipement versées aux personnes de droit privé - Bâtiments et installations;824;Autres opérations d'aménagement urbain;1131000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2128 ;Autres agencements et aménagements;01;Opérations non ventilables;150000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2128 ;Autres agencements et aménagements;823;Espaces verts urbains;3370000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2128 ;Autres agencements et aménagements;824;Autres opérations d'aménagement urbain;625000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2132 ;Immeubles de rapport;72;Aide au secteur locatif;138000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;251;Hébergement et restauration scolaire;78000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;324;Entretien du partrimoine culturel;371000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;411;Salles de sports, gymnases;773910;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;423;Colonies de vacances;51000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;524;Autres services;1100000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;91;Foires et marchés;104850;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2138 ;Autres constructions;824;Autres opérations d'aménagement urbain;261441;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;21534 ;Réseaux d'électrification;814;Eclairage public;3359700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2158 ;Autres installations, matériel et outillage technique;33;Action culturelle;160907;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2183 ;Matériel de bureau et matériel informatique;020;Administration générale de la collectivité;3141491;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2183 ;Matériel de bureau et matériel informatique;213;Classes regroupées;595000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184 ;Mobilier;213;Classes regroupées;910842;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184 ;Mobilier;61;Services en faveur des personnes agées;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184 ;Mobilier;64;Crèches et garderies;81700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;255;Classes de découverte et autres services annexes de l'enseignement;2000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;323;Archives;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;415;Manifestations sportives;53000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;61;Services en faveur des personnes agées;6000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2313 ;Constructions en cours;324;Entretien du partrimoine culturel;100000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2313 ;Constructions en cours;411;Salles de sports, gymnases;439920;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;322;Musées;2436286;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;524;Autres services;720000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;64;Crèches et garderies;695720;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;823;Espaces verts urbains;50000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;23;Immobilisations en cours;23;Immobilisations en cours;2315 ;Installations, matériel et outillage techniques en cours;95;Aides au tourisme;65000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;27;Autres immobilisations financières;27;Autres immobilisations financières;275 ;Dépots et cautionnements versés;01;Opérations non ventilables;60100;2000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;21;Immobilisations corporelles;21311;Hôtel de ville;01;Opération non ventilable;50000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;21;Immobilisations corporelles;2132;Immeubles de rapport;01;Opération non ventilable;50000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28041642;Amortissement des subventions d'équipement versées aux établissements et services rattachés à caractère industriel et commercial - Bâtiments et installations;01;Opération non ventilable;0;16478
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;281568;Amortissements d'autre matériel et outillage d'incendie et de défense civile;01;Opération non ventilable;0;17419
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28182;Amortissements du matériel de transport;01;Opération non ventilable;0;1742909
Ville de Toulouse;BP;2012;Budget principal VT;M14;Ordre;Investissement;041;Opérations patrimoniales;23;Immobilisations en cours;2313;Constructions en cours;01;Opération non ventilable;3382608;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60612;Energie - Electricité;313;Théâtres;147500;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60622;Carburants;313;Théâtres;500;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;313;Théâtres;10000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;313;Théâtres;55000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;313;Théâtres;472000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Annonces et insertions;313;Théâtres;42000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;313;Théâtres;153000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6257;Réceptions;313;Théâtres;127500;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6331;Versement de transport;313;Théâtres;265750;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;313;Théâtres;18060500;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64731;Allocations de chômage versées directement;313;Théâtres;90000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6488;Autres charges;313;Théâtres;15000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;651;Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires;313;Théâtres;560000;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6574;Subventions de fonctionnement aux associations et autres personnes droit privé;313;Théâtres;229800;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7088;Autres produits d'activités annexes (abonnements et ventes d'ouvrages...);313;Théâtres;0;75000
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;752;Revenus des immeubles;313;Théâtres;0;130000
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;313;Théâtres;135800;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Ordre;Fonctionnement;023;Virement à la section d'investissement;023;Virement à la section d'investissement;023;Virement à la section d'investissement;313;Théâtres;130375;0
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28183;Amortissements du matériel de bureau et matériel informatique;01;Opération non ventilable;0;49021
Ville de Toulouse;BP;2012;Théâtre Orchestre du Capitole;M14;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28184;Amortissements du mobilier;01;Opération non ventilable;0;12413
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60371;Variations des stocks - Variation des stocks de marchandises (Dépense);026;Cimetières et Pompes Funèbres;250000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6156;Entretien et réparations - Maintenance;026;Cimetières et Pompes Funèbres;4500;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6415;Rémunérations du personnel - Supplément familial;026;Cimetières et Pompes Funèbres;41000;0
