_IDOBJ;NOM_COMPLET;THEME;LIBTHEME;CATEGORIE;LIBCATEGORIE;TYPE;LIBTYPE;STATUT;COMMUNE;ADRESSE;TELEPHONE;WEB;CODE_POSTAL;Y_LAT;X_LONG
60;Gymnase Bout des Landes;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;3 Boulevard René Cassin;02 40 40 64 04;;44300;47,2637856588362;-1,57642391541624
61;Gymnase Géraudière;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;29 Rue Santos Dumont;02 40 76 13 37;;44300;47,2613899375134;-1,56758509177524
62;Gymnase Le Baut;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;4B Rue des Renards;02 40 40 24 60;;44300;47,2546887975864;-1,56286476233857
63;Gymnase  Barboire;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;49 Rue de la Bourgeonnière;02 40 59 49 50;;44300;47,2522657385138;-1,55512499401024
64;Gymnase du Port Boyer;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;73 Rue du Port Boyer;02 40 49 75 79;;44300;47,2407760976174;-1,53826191612352
65;Palais des Sports Beaulieu;6;SPORTS;601;Centre sportif;;;Ville de Nantes;NANTES;5 Rue André Tardieu;02 40 41 57 15;;44200;47,2095250968194;-1,53677206941937
67;Gymnase Gaston Turpin;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;33 Rue Gaston Turpin;02 40 29 23 23;;44000;47,2236630243329;-1,54107241363304
71;Gymnase du Coudray;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;20 Rue du Coudray;02 40 49 76 60;;44000;47,2327235683155;-1,54372092947929
72;Gymnase Léo Lagrange;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;5 Rue Gaston Michel;02 40 41 64 77;;44000;47,20999754084;-1,55964752075255
76;Gymnase Joêl Paon;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;42 Rue des Hauts Pavés;02 40 29 44 74;;44000;47,2243419211878;-1,56398900131605
77;Gymnase La Similienne;6;SPORTS;603;Gymnase;;;Privé;NANTES;26B Rue des Hauts Pavés;02 40 12 42 26;;44000;47,2239660590438;-1,56288962195842
79;Gymnase V. Hugo;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;29 Rue Paul Bellamy;02 40 20 25 20;;44000;47,223444046917;-1,55798634041585
80;Gymnase Armand Coidelle;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;10 Rue la Fayette;02 40 48 72 61;;44000;47,2164042716215;-1,56139305853245
83;Gymnase Sévigné;6;SPORTS;603;Gymnase;;;Privé;NANTES;10 Rue Sévigné;;;44000;47,2157271429871;-1,56706186061684
84;Gymnase Leloup Bouhier;6;SPORTS;603;Gymnase;;;Région;NANTES;11 Boulevard de Launay;02 40 73 16 34;;44100;47,2100485073366;-1,5734859854521
85;Gymnase Gaston Serpette;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;51 Boulevard Gaston Serpette;02 40 76 44 96;;44000;47,2272303205278;-1,57598246882318
86;Gymnase du Breil Malville;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;34 Rue du Breil;02 40 59 32 24;;44100;47,2291425674547;-1,58358465931778
88;Centre Sportif et Culturel La Laëtitia;6;SPORTS;601;Centre sportif;;;Privé;NANTES;49 Rue Chanoine Larose;02 40 40 76 30;;44100;47,2318280425404;-1,5800023215603
92;Gymnase de la Mellinet;6;SPORTS;603;Gymnase;;;Privé;NANTES;3 Rue Sainte Marthe;02 40 73 50 29;;44100;47,202717675415;-1,58033399312007
93;Gymnase ASPTT Appert;6;SPORTS;603;Gymnase;;;Ville de Nantes;NANTES;16 Rue des Carnavaliers;02 40 69 54 55;;44100;47,2140537074209;-1,579919327956
94;Gymnase ASTA;6;SPORTS;603;Gymnase;;;Privé;NANTES;9 Rue des Epinettes;02 40 49 97 73;;44300;47,2282851429191;-1,52010465635145
95;Gymnase ASPTT de Longchamp;6;SPORTS;603;Gymnase;;;Privé;;;02 40 76 54 59;;44300;47,235391342113;-1,57972152389204
97;Salle Saint Donatien;6;SPORTS;603;Gymnase;;;Privé;NANTES;Avenue Camille Guérin;;;44000;47,230280169119;-1,54328640921046
99;Stade Marcel Saupin;6;SPORTS;606;Stade;;;Ville de Nantes;NANTES;31 Quai Malakoff;02 40 47 69 68;;44000;47,2128111349278;-1,53864710450033
104;Stade de la Beaujoire Louis Fonteneau;6;SPORTS;606;Stade;;;Ville de Nantes;NANTES;330 Route de Saint Joseph;02 40 30 11 22;;44300;47,2560188243375;-1,52470397906934
106;Plaine de Jeux Colinière;6;SPORTS;605;Plaine de jeux;;;Ville de Nantes;NANTES;121 Rue du Landreau;02 40 50 02 62;;44300;47,2353670612924;-1,51004339094618
107;Plaine de Jeux Basses Landes;6;SPORTS;605;Plaine de jeux;;;Ville de Nantes;NANTES;6 Chemin de la Justice;02 40 76 08 22;;44300;47,2691044373119;-1,58770491033286
108;Vélodrome Stade Petit Breton;6;SPORTS;606;Stade;;;Ville de Nantes;NANTES;14 Rue de la Durantière;02 40 46 48 19;;44100;47,2138786486921;-1,60046869676866
109;Plaine de Jeux Durantière;6;SPORTS;605;Plaine de jeux;;;Ville de Nantes;NANTES;11 Rue de la Durantière;02 40 46 92 87;;44100;47,2117738156213;-1,60037031182162
110;Piscine Petit Port - Nantes;6;SPORTS;604;Piscine;;;Ville de Nantes;NANTES;Boulevard du Petit Port;02 51 84 94 50;www.nge-nantes.fr;44300;47,2428434218458;-1,55446089756306
3918;Boulodrome du Breil;6;SPORTS;608;Autre équipement;;;Ville de Nantes;NANTES;Rue de Malville;;;44100;47,2314200917769;-1,58148771094116
